city,city_ibge_code,date,estimated_population_2019,is_repeated,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,place_type,state,new_confirmed,new_deaths
Campina Grande,2504009,2020-03-30,409731,False,False,2,0.48813,2020-03-30,,0,city,PB,0,0
Igaracy,2502607,2020-03-30,6117,False,False,1,16.34788,2020-03-30,,0,city,PB,0,0
João Pessoa,2507507,2020-03-30,809015,False,False,12,1.48329,2020-03-30,,0,city,PB,2,0
Patos,2510808,2020-03-30,107605,False,False,1,0.92932,2020-03-30,,,city,PB,1,0
Sousa,2516201,2020-03-30,69444,False,False,1,1.44001,2020-03-30,,0,city,PB,0,0
Belo Jardim,2601706,2020-03-30,76439,False,False,1,1.30823,2020-03-30,,,city,PE,0,0
Camaragibe,2603454,2020-03-30,157828,False,False,1,0.6336,2020-03-30,,,city,PE,0,0
Caruaru,2604106,2020-03-30,361118,False,False,1,0.27692,2020-03-30,,,city,PE,0,0
Fernando de Noronha,2605459,2020-03-30,3061,False,False,1,32.66906,2020-03-30,,,city,PE,0,0
Goiana,2606200,2020-03-30,79758,False,False,1,1.25379,2020-03-30,1.0,1,city,PE,0,1
Importados/Indefinidos,,2020-03-30,,False,False,5,,2020-03-30,0.2,1,city,PE,0,0
Jaboatão dos Guararapes,2607901,2020-03-30,702298,False,False,6,0.85434,2020-03-30,,,city,PE,0,0
Olinda,2609600,2020-03-30,392482,False,False,5,1.27394,2020-03-30,,,city,PE,1,0
Palmares,2610004,2020-03-30,63250,False,False,1,1.58103,2020-03-30,,,city,PE,1,0
Petrolina,2611101,2020-03-30,349145,False,False,2,0.57283,2020-03-30,,,city,PE,0,0
Recife,2611606,2020-03-30,1645727,False,False,52,3.1597,2020-03-30,0.0769,4,city,PE,2,0
São Lourenço da Mata,2613701,2020-03-30,113230,False,False,1,0.88316,2020-03-30,,,city,PE,0,0
Parnaíba,2207702,2020-03-30,153078,False,False,1,0.65326,2020-03-30,1.0,1,city,PI,0,1
São José do Divino,2210052,2020-03-30,5346,False,False,1,18.70557,2020-03-30,1.0,1,city,PI,0,0
Teresina,2211001,2020-03-30,864845,False,False,16,1.85004,2020-03-30,0.125,2,city,PI,7,2
Almirante Tamandaré,4100400,2020-03-30,118623,False,False,2,1.68601,2020-03-30,,0,city,PR,2,0
Campo Largo,4104204,2020-03-30,132002,False,False,3,2.27269,2020-03-30,,0,city,PR,1,0
Campo Mourão,4104303,2020-03-30,94859,False,False,2,2.10839,2020-03-30,,0,city,PR,0,0
Cascavel,4104808,2020-03-30,328454,False,False,8,2.43565,2020-03-30,0.125,1,city,PR,0,1
Castro,4104907,2020-03-30,71484,False,False,1,1.39891,2020-03-30,,0,city,PR,0,0
Cianorte,4105508,2020-03-30,82620,False,False,7,8.47252,2020-03-30,,0,city,PR,0,0
Colombo,4105805,2020-03-30,243726,False,False,0,,2020-03-30,,0,city,PR,-1,0
Contenda,4106209,2020-03-30,18584,False,False,1,5.38097,2020-03-30,,0,city,PR,0,0
Curitiba,4106902,2020-03-30,1933105,False,False,77,3.98323,2020-03-30,,0,city,PR,4,0
Faxinal,4107603,2020-03-30,17251,False,False,1,5.79677,2020-03-30,,0,city,PR,0,0
Foz do Iguaçu,4108304,2020-03-30,258532,False,False,10,3.86799,2020-03-30,,0,city,PR,0,0
Guarapuava,4109401,2020-03-30,181504,False,False,1,0.55095,2020-03-30,,0,city,PR,0,0
Guaíra,4108809,2020-03-30,33119,False,False,2,6.03883,2020-03-30,,0,city,PR,0,0
Importados/Indefinidos,,2020-03-30,,False,False,5,,2020-03-30,,0,city,PR,0,0
Iretama,4110805,2020-03-30,10169,False,False,1,9.83381,2020-03-30,,0,city,PR,0,0
Londrina,4113700,2020-03-30,569733,False,False,7,1.22865,2020-03-30,,0,city,PR,0,0
Marechal Cândido Rondon,4114609,2020-03-30,52944,False,False,1,1.88879,2020-03-30,,0,city,PR,0,0
Maringá,4115200,2020-03-30,423666,False,False,8,1.88828,2020-03-30,0.25,2,city,PR,0,0
Mariópolis,4115309,2020-03-30,6610,False,False,1,15.12859,2020-03-30,,0,city,PR,0,0
Matinhos,4115705,2020-03-30,34720,False,False,1,2.88018,2020-03-30,,0,city,PR,1,0
Medianeira,4115804,2020-03-30,46198,False,False,1,2.1646,2020-03-30,,0,city,PR,0,0
Paranavaí,4118402,2020-03-30,88374,False,False,2,2.26311,2020-03-30,,0,city,PR,0,0
Pato Branco,4118501,2020-03-30,82881,False,False,2,2.4131,2020-03-30,,0,city,PR,0,0
Peabiru,4118808,2020-03-30,13996,False,False,1,7.1449,2020-03-30,,0,city,PR,0,0
Pinhais,4119152,2020-03-30,132157,False,False,3,2.27003,2020-03-30,,0,city,PR,0,0
Ponta Grossa,4119905,2020-03-30,351736,False,False,3,0.85291,2020-03-30,,0,city,PR,0,0
Quatiguá,4120705,2020-03-30,7449,False,False,1,13.42462,2020-03-30,,0,city,PR,0,0
Rio Branco do Sul,4122206,2020-03-30,32397,False,False,1,3.08671,2020-03-30,,0,city,PR,1,0
Rio Negro,4122305,2020-03-30,34170,False,False,1,2.92654,2020-03-30,,0,city,PR,0,0
São José dos Pinhais,4125506,2020-03-30,323340,False,False,1,0.30927,2020-03-30,,0,city,PR,0,0
Telêmaco Borba,4127106,2020-03-30,78974,False,False,1,1.26624,2020-03-30,,0,city,PR,0,0
Terra Rica,4127304,2020-03-30,16789,False,False,1,5.95628,2020-03-30,,0,city,PR,0,0
Umuarama,4128104,2020-03-30,111557,False,False,2,1.79281,2020-03-30,,0,city,PR,0,0
União da Vitória,4128203,2020-03-30,57517,False,False,1,1.73862,2020-03-30,,0,city,PR,0,0
Angra dos Reis,3300100,2020-03-30,203785,False,False,1,0.49071,2020-03-30,,0,city,RJ,1,0
Barra Mansa,3300407,2020-03-30,184412,False,False,1,0.54226,2020-03-30,,0,city,RJ,0,0
Belford Roxo,3300456,2020-03-30,510906,False,False,2,0.39146,2020-03-30,,0,city,RJ,0,0
Campos dos Goytacazes,3301009,2020-03-30,507548,False,False,1,0.19703,2020-03-30,,0,city,RJ,0,0
Duque de Caxias,3301702,2020-03-30,919596,False,False,5,0.54372,2020-03-30,,0,city,RJ,0,0
Guapimirim,3301850,2020-03-30,60517,False,False,1,1.65243,2020-03-30,,0,city,RJ,0,0
Importados/Indefinidos,,2020-03-30,,False,False,0,,2020-03-30,,0,city,RJ,0,0
Itaboraí,3301900,2020-03-30,240592,False,False,3,1.24692,2020-03-30,,0,city,RJ,0,0
Mangaratiba,3302601,2020-03-30,44468,False,False,1,2.24881,2020-03-30,,0,city,RJ,0,0
Maricá,3302700,2020-03-30,161207,False,False,1,0.62032,2020-03-30,,0,city,RJ,0,0
Miguel Pereira,3302908,2020-03-30,25538,False,False,1,3.91573,2020-03-30,1.0,1,city,RJ,0,0
Niterói,3303302,2020-03-30,513584,False,False,47,9.15138,2020-03-30,0.0213,1,city,RJ,8,0
Nova Iguaçu,3303500,2020-03-30,821128,False,False,7,0.85249,2020-03-30,,0,city,RJ,4,0
Petrópolis,3303906,2020-03-30,306191,False,False,4,1.30637,2020-03-30,0.25,1,city,RJ,0,0
Queimados,3304144,2020-03-30,150319,False,False,1,0.66525,2020-03-30,,0,city,RJ,1,0
Resende,3304201,2020-03-30,131341,False,False,2,1.52275,2020-03-30,,0,city,RJ,1,0
Rio Bonito,3304300,2020-03-30,60201,False,False,2,3.3222,2020-03-30,0.5,1,city,RJ,2,1
Rio das Ostras,3304524,2020-03-30,150674,False,False,2,1.32737,2020-03-30,,0,city,RJ,0,0
Rio de Janeiro,3304557,2020-03-30,6718903,False,False,553,8.23051,2020-03-30,0.0235,13,city,RJ,37,0
Seropédica,3305554,2020-03-30,82312,False,False,1,1.21489,2020-03-30,,0,city,RJ,0,0
São Gonçalo,3304904,2020-03-30,1084839,False,False,7,0.64526,2020-03-30,,0,city,RJ,1,0
São João de Meriti,3305109,2020-03-30,472406,False,False,1,0.21168,2020-03-30,,0,city,RJ,1,0
Teresópolis,3305802,2020-03-30,182594,False,False,1,0.54766,2020-03-30,,0,city,RJ,1,0
Valença,3306107,2020-03-30,76523,False,False,1,1.3068,2020-03-30,,0,city,RJ,0,0
Volta Redonda,3306305,2020-03-30,273012,False,False,11,4.02913,2020-03-30,0.0909,1,city,RJ,0,0
Apodi,2401008,2020-03-30,35845,False,False,1,2.78979,2020-03-30,,0,city,RN,1,0
Açu,2400208,2020-03-30,58017,False,False,1,1.72363,2020-03-30,,0,city,RN,0,0
Caicó,2402006,2020-03-30,67952,False,False,2,2.94325,2020-03-30,,0,city,RN,1,0
Carnaubais,2402501,2020-03-30,10759,False,False,1,9.29454,2020-03-30,,0,city,RN,1,0
Importados/Indefinidos,,2020-03-30,,False,False,2,,2020-03-30,,0,city,RN,1,0
Luís Gomes,2407005,2020-03-30,10116,False,False,1,9.88533,2020-03-30,,0,city,RN,1,0
Macaíba,2407104,2020-03-30,80792,False,False,1,1.23775,2020-03-30,,0,city,RN,0,0
Monte Alegre,2407807,2020-03-30,22451,False,False,1,4.45414,2020-03-30,,0,city,RN,0,0
Mossoró,2408003,2020-03-30,297378,False,False,16,5.38036,2020-03-30,0.0625,1,city,RN,0,0
Natal,2408102,2020-03-30,884122,False,False,36,4.07184,2020-03-30,,0,city,RN,2,0
Parnamirim,2403251,2020-03-30,261469,False,False,10,3.82455,2020-03-30,,0,city,RN,1,0
Passa e Fica,2409100,2020-03-30,13277,False,False,1,7.53182,2020-03-30,,0,city,RN,0,0
São Gonçalo do Amarante,2412005,2020-03-30,102400,False,False,2,1.95312,2020-03-30,,0,city,RN,1,0
São José de Mipibu,2412203,2020-03-30,43899,False,False,1,2.27796,2020-03-30,,0,city,RN,0,0
Tibau,2411056,2020-03-30,4106,False,False,1,24.3546,2020-03-30,,0,city,RN,0,0
Jaru,1100114,2020-03-30,51775,False,False,1,1.93143,2020-03-30,,0,city,RO,1,0
Ji-Paraná,1100122,2020-03-30,128969,False,False,1,0.77538,2020-03-30,,0,city,RO,0,0
Porto Velho,1100205,2020-03-30,529544,False,False,6,1.13305,2020-03-30,0.1667,1,city,RO,1,1
Boa Vista,1400100,2020-03-30,399213,False,False,13,3.25641,2020-03-30,,0,city,RR,0,0
Bonfim,1400159,2020-03-30,12409,False,False,3,24.176,2020-03-30,,0,city,RR,0,0
Alvorada,4300604,2020-03-30,210305,False,False,2,0.951,2020-03-30,,0,city,RS,0,0
Anta Gorda,4300703,2020-03-30,5981,False,False,2,33.43922,2020-03-30,,0,city,RS,0,0
Bagé,4301602,2020-03-30,121143,False,False,15,12.38206,2020-03-30,,0,city,RS,6,0
Bento Gonçalves,4302105,2020-03-30,120454,False,False,2,1.66038,2020-03-30,,0,city,RS,0,0
Cachoeira do Sul,4303004,2020-03-30,82201,False,False,1,1.21653,2020-03-30,,0,city,RS,0,0
Camaquã,4303509,2020-03-30,66261,False,True,0,,2020-03-30,,0,city,RS,0,0
Campo Bom,4303905,2020-03-30,66712,False,False,2,2.99796,2020-03-30,,0,city,RS,0,0
Canguçu,4304507,2020-03-30,56045,False,False,1,1.78428,2020-03-30,,0,city,RS,0,0
Canoas,4304606,2020-03-30,346616,False,False,8,2.30803,2020-03-30,,0,city,RS,1,0
Capão da Canoa,4304630,2020-03-30,53049,False,False,2,3.7701,2020-03-30,,0,city,RS,0,0
Carlos Barbosa,4304804,2020-03-30,29833,False,False,1,3.35199,2020-03-30,,0,city,RS,0,0
Caxias do Sul,4305108,2020-03-30,510906,False,False,13,2.5445,2020-03-30,,0,city,RS,7,0
Cerro Grande do Sul,4305173,2020-03-30,12239,False,False,1,8.1706,2020-03-30,,0,city,RS,0,0
Charqueadas,4305355,2020-03-30,40789,False,False,1,2.45164,2020-03-30,,0,city,RS,0,0
Cruzeiro do Sul,4306205,2020-03-30,12348,False,False,1,8.09848,2020-03-30,,0,city,RS,0,0
Dois Irmãos,4306403,2020-03-30,32671,False,False,1,3.06082,2020-03-30,,0,city,RS,0,0
Dom Pedrito,4306601,2020-03-30,38461,False,False,1,2.60004,2020-03-30,,0,city,RS,0,0
Eldorado do Sul,4306767,2020-03-30,41285,False,False,1,2.42219,2020-03-30,,0,city,RS,0,0
Erechim,4307005,2020-03-30,105862,False,False,3,2.83388,2020-03-30,,0,city,RS,0,0
Estrela,4307807,2020-03-30,34116,False,False,1,2.93118,2020-03-30,,0,city,RS,0,0
Estância Velha,4307609,2020-03-30,50022,False,False,2,3.99824,2020-03-30,,0,city,RS,0,0
Farroupilha,4307906,2020-03-30,72331,False,False,1,1.38253,2020-03-30,,0,city,RS,0,0
Garibaldi,4308607,2020-03-30,35070,False,False,1,2.85144,2020-03-30,,0,city,RS,0,0
Gravataí,4309209,2020-03-30,281519,False,False,1,0.35522,2020-03-30,,0,city,RS,0,0
Ivoti,4310801,2020-03-30,24293,False,False,3,12.34924,2020-03-30,0.3333,1,city,RS,0,1
Lajeado,4311403,2020-03-30,84014,False,False,5,5.95139,2020-03-30,,0,city,RS,0,0
Marau,4311809,2020-03-30,44161,False,False,1,2.26444,2020-03-30,,0,city,RS,0,0
Nova Palma,4313102,2020-03-30,6512,False,False,1,15.35627,2020-03-30,,0,city,RS,0,0
Novo Hamburgo,4313409,2020-03-30,246748,False,False,2,0.81054,2020-03-30,0.5,1,city,RS,1,1
Osório,4313508,2020-03-30,45994,False,False,1,2.1742,2020-03-30,,0,city,RS,0,0
Paraí,4314001,2020-03-30,7657,False,False,1,13.05995,2020-03-30,,0,city,RS,0,0
Passo Fundo,4314100,2020-03-30,203275,False,False,1,0.49194,2020-03-30,,0,city,RS,0,0
Pelotas,4314407,2020-03-30,342405,False,False,2,0.5841,2020-03-30,,0,city,RS,0,0
Piratini,4314605,2020-03-30,20663,False,False,1,4.83957,2020-03-30,,0,city,RS,0,0
Porto Alegre,4314902,2020-03-30,1483771,False,False,143,9.63761,2020-03-30,0.014,2,city,RS,8,0
Rio Grande,4315602,2020-03-30,211005,False,False,2,0.94784,2020-03-30,,0,city,RS,0,0
Rolante,4316006,2020-03-30,21349,False,False,1,4.68406,2020-03-30,,0,city,RS,0,0
Sant'Ana do Livramento,4317103,2020-03-30,77027,False,False,4,5.19298,2020-03-30,,0,city,RS,0,0
Santa Maria,4316907,2020-03-30,282123,False,False,2,0.70891,2020-03-30,,0,city,RS,0,0
Santa Rosa,4317202,2020-03-30,73254,False,False,1,1.36511,2020-03-30,,0,city,RS,0,0
Santiago,4317400,2020-03-30,49425,False,False,1,2.02327,2020-03-30,,0,city,RS,0,0
Santo Antônio da Patrulha,4317608,2020-03-30,42894,False,False,1,2.33133,2020-03-30,,0,city,RS,0,0
Sapiranga,4319901,2020-03-30,81734,False,False,1,1.22348,2020-03-30,,0,city,RS,0,0
Serafina Corrêa,4320404,2020-03-30,17502,False,False,3,17.1409,2020-03-30,,0,city,RS,0,0
São Leopoldo,4318705,2020-03-30,236835,False,False,3,1.2667,2020-03-30,,0,city,RS,0,0
Taquara,4321204,2020-03-30,57466,False,False,1,1.74016,2020-03-30,,0,city,RS,0,0
Taquari,4321303,2020-03-30,26862,False,False,1,3.72273,2020-03-30,,0,city,RS,1,0
Torres,4321501,2020-03-30,38732,False,False,7,18.07291,2020-03-30,,0,city,RS,0,0
Viamão,4323002,2020-03-30,255224,False,False,1,0.39181,2020-03-30,,0,city,RS,0,0
Antônio Carlos,4201208,2020-03-30,8513,False,False,1,11.74674,2020-03-30,,0,city,SC,0,0
Balneário Arroio do Silva,4201950,2020-03-30,13071,False,False,1,7.65052,2020-03-30,,0,city,SC,0,0
Balneário Camboriú,4202008,2020-03-30,142295,False,False,9,6.32489,2020-03-30,,0,city,SC,0,0
Blumenau,4202404,2020-03-30,357199,False,False,14,3.91938,2020-03-30,,0,city,SC,2,0
Braço do Norte,4202800,2020-03-30,33450,False,False,12,35.87444,2020-03-30,,0,city,SC,0,0
Brusque,4202909,2020-03-30,134723,False,False,2,1.48453,2020-03-30,,0,city,SC,0,0
Camboriú,4203204,2020-03-30,82989,False,False,7,8.43485,2020-03-30,,0,city,SC,0,0
Canelinha,4203709,2020-03-30,12240,False,False,1,8.16993,2020-03-30,,0,city,SC,0,0
Chapecó,4204202,2020-03-30,220367,False,False,5,2.26894,2020-03-30,,0,city,SC,0,0
Criciúma,4204608,2020-03-30,215186,False,False,15,6.97071,2020-03-30,,0,city,SC,2,0
Florianópolis,4205407,2020-03-30,500973,False,False,50,9.98058,2020-03-30,,0,city,SC,10,0
Gaspar,4205902,2020-03-30,69639,False,False,2,2.87195,2020-03-30,,0,city,SC,0,0
Gravatal,4206207,2020-03-30,11501,False,False,3,26.08469,2020-03-30,,0,city,SC,0,0
Imbituba,4207304,2020-03-30,44853,False,False,5,11.14753,2020-03-30,,0,city,SC,0,0
Importados/Indefinidos,,2020-03-30,,False,False,8,,2020-03-30,,0,city,SC,0,0
Indaial,4207502,2020-03-30,69425,False,False,1,1.4404,2020-03-30,,0,city,SC,0,0
Itajaí,4208203,2020-03-30,219536,False,False,18,8.19911,2020-03-30,,0,city,SC,0,0
Itapema,4208302,2020-03-30,65312,False,False,2,3.06222,2020-03-30,,0,city,SC,1,0
Içara,4207007,2020-03-30,56421,False,False,1,1.77239,2020-03-30,,0,city,SC,0,0
Jaguaruna,4208807,2020-03-30,20024,False,False,2,9.98801,2020-03-30,,0,city,SC,0,0
Jaraguá do Sul,4208906,2020-03-30,177697,False,False,3,1.68827,2020-03-30,,0,city,SC,1,0
Joinville,4209102,2020-03-30,590466,False,False,14,2.37101,2020-03-30,0.0714,1,city,SC,5,1
Lages,4209300,2020-03-30,157544,False,False,1,0.63474,2020-03-30,,0,city,SC,0,0
Laguna,4209409,2020-03-30,45814,False,False,1,2.18274,2020-03-30,,0,city,SC,0,0
Navegantes,4211306,2020-03-30,81475,False,False,3,3.68211,2020-03-30,,0,city,SC,0,0
Papanduva,4212205,2020-03-30,19320,False,False,2,10.35197,2020-03-30,,0,city,SC,0,0
Pescaria Brava,4212650,2020-03-30,10091,False,False,1,9.90982,2020-03-30,,0,city,SC,1,0
Pomerode,4213203,2020-03-30,33447,False,False,1,2.9898,2020-03-30,,0,city,SC,0,0
Porto Belo,4213500,2020-03-30,21388,False,False,4,18.70208,2020-03-30,,0,city,SC,0,0
Rancho Queimado,4214300,2020-03-30,2878,False,False,2,69.4927,2020-03-30,,0,city,SC,0,0
Siderópolis,4217600,2020-03-30,14007,False,False,2,14.27857,2020-03-30,,0,city,SC,0,0
São Francisco do Sul,4216206,2020-03-30,52721,False,False,1,1.89678,2020-03-30,,0,city,SC,0,0
São José,4216602,2020-03-30,246586,False,False,10,4.05538,2020-03-30,0.1,1,city,SC,0,0
São Lourenço do Oeste,4216909,2020-03-30,24076,False,False,1,4.15351,2020-03-30,,0,city,SC,0,0
São Ludgero,4217006,2020-03-30,13410,False,False,1,7.45712,2020-03-30,,0,city,SC,0,0
São Pedro de Alcântara,4217253,2020-03-30,5823,False,False,1,17.17328,2020-03-30,,0,city,SC,0,0
Tijucas,4218004,2020-03-30,38407,False,False,1,2.60369,2020-03-30,,0,city,SC,0,0
Timbé do Sul,4218103,2020-03-30,5348,False,False,1,18.69858,2020-03-30,,0,city,SC,0,0
Tubarão,4218707,2020-03-30,105686,False,False,9,8.51579,2020-03-30,,0,city,SC,0,0
Urussanga,4219002,2020-03-30,21268,False,False,1,4.7019,2020-03-30,,0,city,SC,0,0
Aracaju,2800308,2020-03-30,657013,False,False,15,2.28306,2020-03-30,,0,city,SE,2,0
Nossa Senhora da Glória,2804508,2020-03-30,36924,False,False,1,2.70827,2020-03-30,,0,city,SE,0,0
Propriá,2805703,2020-03-30,29626,False,False,2,6.75083,2020-03-30,,0,city,SE,0,0
Arujá,3503901,2020-03-30,89824,False,False,1,1.11329,2020-03-30,,0,city,SP,0,0
Barueri,3505708,2020-03-30,274182,False,False,6,2.18833,2020-03-30,,0,city,SP,3,0
Brodowski,3507803,2020-03-30,24939,False,False,1,4.00978,2020-03-30,,0,city,SP,1,0
Caieiras,3509007,2020-03-30,101470,False,False,3,2.95654,2020-03-30,,0,city,SP,1,0
Cajamar,3509205,2020-03-30,76801,False,False,1,1.30207,2020-03-30,,0,city,SP,1,0
Campinas,3509502,2020-03-30,1204073,False,False,11,0.91357,2020-03-30,,0,city,SP,6,0
Carapicuíba,3510609,2020-03-30,400927,False,False,3,0.74827,2020-03-30,,0,city,SP,1,0
Cotia,3513009,2020-03-30,249210,False,False,6,2.40761,2020-03-30,,0,city,SP,0,0
Diadema,3513801,2020-03-30,423884,False,False,2,0.47183,2020-03-30,,0,city,SP,1,0
Embu das Artes,3515004,2020-03-30,273726,False,False,3,1.09599,2020-03-30,0.3333,1,city,SP,2,1
Ferraz de Vasconcelos,3515707,2020-03-30,194276,False,False,3,1.54419,2020-03-30,,0,city,SP,1,0
Guarulhos,3518800,2020-03-30,1379182,False,False,14,1.01509,2020-03-30,0.1429,2,city,SP,1,0
Hortolândia,3519071,2020-03-30,230851,False,False,1,0.43318,2020-03-30,,0,city,SP,0,0
Importados/Indefinidos,,2020-03-30,,False,False,47,,2020-03-30,0.0213,1,city,SP,47,1
Iracemápolis,3521408,2020-03-30,24235,False,False,1,4.12626,2020-03-30,,0,city,SP,0,0
Itapevi,3522505,2020-03-30,237700,False,False,1,0.4207,2020-03-30,,0,city,SP,1,0
Itupeva,3524006,2020-03-30,61252,False,False,1,1.6326,2020-03-30,,0,city,SP,1,0
Jaguariúna,3524709,2020-03-30,57488,False,False,1,1.73949,2020-03-30,,0,city,SP,0,0
Jandira,3525003,2020-03-30,124937,False,False,1,0.8004,2020-03-30,,0,city,SP,1,0
Jundiaí,3525904,2020-03-30,418962,False,False,3,0.71606,2020-03-30,,0,city,SP,0,0
Louveira,3527306,2020-03-30,48885,False,False,1,2.04562,2020-03-30,,0,city,SP,0,0
Mairiporã,3528502,2020-03-30,100179,False,False,2,1.99643,2020-03-30,,0,city,SP,0,0
Mauá,3529401,2020-03-30,472912,False,False,2,0.42291,2020-03-30,,0,city,SP,0,0
Mogi das Cruzes,3530607,2020-03-30,445842,False,False,9,2.01865,2020-03-30,,0,city,SP,1,0
Osasco,3534401,2020-03-30,698418,False,False,15,2.14771,2020-03-30,0.0667,1,city,SP,11,1
Paulínia,3536505,2020-03-30,109424,False,False,1,0.91388,2020-03-30,,0,city,SP,1,0
Penápolis,3537305,2020-03-30,63407,False,False,1,1.57711,2020-03-30,,0,city,SP,1,0
Piracicaba,3538709,2020-03-30,404142,False,False,3,0.74231,2020-03-30,,0,city,SP,3,0
Porto Feliz,3540606,2020-03-30,53098,False,False,1,1.88331,2020-03-30,,0,city,SP,1,0
Poá,3539806,2020-03-30,117452,False,False,1,0.85141,2020-03-30,,0,city,SP,0,0
Ribeirão Pires,3543303,2020-03-30,123393,False,False,1,0.81042,2020-03-30,,0,city,SP,0,0
Ribeirão Preto,3543402,2020-03-30,703293,False,False,5,0.71094,2020-03-30,0.2,1,city,SP,2,0
Rio Claro,3543907,2020-03-30,206424,False,False,1,0.48444,2020-03-30,,0,city,SP,0,0
Santana de Parnaíba,3547304,2020-03-30,139447,False,False,7,5.01983,2020-03-30,,0,city,SP,1,0
Santo André,3547809,2020-03-30,718773,False,False,40,5.56504,2020-03-30,,0,city,SP,23,0
Santos,3548500,2020-03-30,433311,False,False,1,0.23078,2020-03-30,,0,city,SP,1,0
Sorocaba,3552205,2020-03-30,679378,False,False,3,0.44158,2020-03-30,0.3333,1,city,SP,2,1
Suzano,3552502,2020-03-30,297637,False,False,1,0.33598,2020-03-30,,0,city,SP,0,0
São Bernardo do Campo,3548708,2020-03-30,838936,False,False,33,3.93355,2020-03-30,0.0303,1,city,SP,18,1
São Caetano do Sul,3548807,2020-03-30,161127,False,False,27,16.75697,2020-03-30,,0,city,SP,11,0
São José do Rio Preto,3549805,2020-03-30,460671,False,False,3,0.65122,2020-03-30,,0,city,SP,2,0
São José dos Campos,3549904,2020-03-30,721944,False,False,5,0.69257,2020-03-30,,0,city,SP,1,0
São Paulo,3550308,2020-03-30,12252023,False,False,1233,10.06364,2020-03-30,0.0835,103,city,SP,189,41
São Pedro,3550407,2020-03-30,35653,False,False,1,2.80481,2020-03-30,,0,city,SP,1,0
São Sebastião,3550704,2020-03-30,88980,False,False,2,2.2477,2020-03-30,,0,city,SP,0,0
Taboão da Serra,3552809,2020-03-30,289664,False,False,3,1.03568,2020-03-30,0.3333,1,city,SP,1,0
Tatuí,3554003,2020-03-30,121766,False,False,1,0.82125,2020-03-30,,0,city,SP,0,0
Taubaté,3554102,2020-03-30,314924,False,False,1,0.31754,2020-03-30,,0,city,SP,0,0
Valinhos,3556206,2020-03-30,129193,False,False,1,0.77404,2020-03-30,,0,city,SP,0,0
Vargem Grande Paulista,3556453,2020-03-30,52597,False,False,2,3.8025,2020-03-30,0.5,1,city,SP,0,0
Araguaína,1702109,2020-03-30,180470,False,False,2,1.10822,2020-03-30,,0,city,TO,1,0
Palmas,1721000,2020-03-30,299127,False,False,9,3.00876,2020-03-30,,0,city,TO,0,0
Acrelândia,1200013,2020-03-31,15256,False,False,7,45.88359,2020-03-31,,0,city,AC,1,0
Porto Acre,1200807,2020-03-31,18504,False,False,1,5.40424,2020-03-31,,0,city,AC,0,0
Rio Branco,1200401,2020-03-31,407319,False,False,34,8.34727,2020-03-31,,0,city,AC,0,0
Importados/Indefinidos,,2020-03-31,,False,False,4,,2020-03-31,,0,city,AL,0,0
Maceió,2704302,2020-03-31,1018948,False,False,13,1.27583,2020-03-31,0.0769,1,city,AL,1,1
Porto Real do Colégio,2707503,2020-03-31,20066,False,False,1,4.98355,2020-03-31,,0,city,AL,0,0
Anori,1300102,2020-03-31,21010,False,False,1,4.75964,2020-03-31,,0,city,AM,0,0
Boca do Acre,1300706,2020-03-31,34308,False,False,1,2.91477,2020-03-31,,0,city,AM,0,0
Careiro da Várzea,1301159,2020-03-31,30225,False,False,1,3.30852,2020-03-31,,0,city,AM,1,0
Importados/Indefinidos,,2020-03-31,,True,False,0,,2020-03-23,,,city,AM,0,0
Itacoatiara,1301902,2020-03-31,101337,False,False,4,3.94723,2020-03-31,,0,city,AM,2,0
Manacapuru,1302504,2020-03-31,97377,False,False,4,4.10775,2020-03-31,,0,city,AM,2,0
